報單號碼,項次,貨號/條碼,貨物名稱,稅則號列,許可證號碼,申報注意事項
AA/13/441/G2710,26,4550480205106,REFILL CONTAINER SET Bottle Body Polyethylene 旅行分裝瓶組,3923.30.00.00-2,,
AA/13/441/G2710,27,4550480205113,REFILL CONTAINER SET Bottle Body Polyethylene 旅行分裝瓶組,3923.30.00.00-2,,
AA/13/441/G2710,28,4550480210100,CERAMIC WARE Porcelain 花瓶,6914.90.90.90-6,,陶瓷檢驗 (Ceramic Inspection)
AA/13/441/G2710,29,4550480210124,CERAMIC WARE Porcelain 花瓶,6914.90.90.90-6,,陶瓷檢驗 (Ceramic Inspection)
AA/13/441/G2710,30,4550480210148,CERAMIC VASE Porcelain 花瓶,6914.90.90.90-6,,陶瓷檢驗 (Ceramic Inspection)
AA/13/441/G2710,31,4550480213033,INCENSE SCITK MATERIAL: Wood meal 線香(白檀香),3307.41.00.00-5,,
AA/13/441/G2710,32,4550480220147,POTTERY Dolomite 花盆,6914.90.90.90-6,,陶瓷檢驗 (Ceramic Inspection)
AA/13/441/G2710,33,4550480220154,POTTERY Dolomite 花盆,6914.90.90.90-6,,陶瓷檢驗 (Ceramic Inspection)
AA/13/441/G2710,34,4550480220161,POTTERY Dolomite 花盆,6914.90.90.90-6,,陶瓷檢驗 (Ceramic Inspection)
AA/13/441/G2710,35,4550480245539,FOLDABLE IRONING BOARD Body: Polyester 折疊式燙衣板,6307.90.90.90-1,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2710,36,4550480246963,DIGITAL CLOCK Body ABS resin 磁吸式溫濕度計時鐘【電池式】,9105.11.00.00-3,,鐘錶/計時器 - 注意電池規定
AA/13/441/G2710,37,4550480246970,DIGITAL CLOCK Body ABS resin 磁吸式溫濕度計時鐘【電池式】,9105.11.00.00-3,,鐘錶/計時器 - 注意電池規定
AA/13/441/G2710,38,4550480263755,COMPUTER CASE Polyester 筆電包,4202.92.90.92-7,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2710,39,4550480263762,COMPUTER CASE Polyester 筆電包,4202.92.90.92-7,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2710,40,4550480273273,REFILL CONTAINER SET Body Wheat Straw 分裝瓶【45ml】,3923.30.00.00-2,,
AA/13/441/G2710,41,4550480274256,COMPUTER CASE Polyester 筆電包,4202.92.90.92-7,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2710,42,4550480274263,COMPUTER CASE Polyester 筆電包,4202.92.90.92-7,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2710,43,4550480276854,BAMBOO WARE Base material: Phyllostachys edulis 托盤,4419.11.00.00-4,,
AA/13/441/G2710,44,4550480276861,BAMBOO WARE Base material: Phyllostachys edulis 托盤,4419.11.00.00-4,,
AA/13/441/G2710,45,4550480291987,TROUSERS RACK Polypropylene 褲架【31cm】,3924.90.00.90-9,CI999999999999,塑膠/美耐皿檢驗 (Plastic/Melamine); 一般查驗 (General Inspection)
AA/13/441/G2710,46,4550480297989,WOODEN WARE Main body: Acacia mangium 木製鍋墊,4419.90.00.90-9,DH999999999999,可能為免驗或核備代碼
AA/13/441/G2710,47,4550480298467,BAMBOO WARE Body: Bamboo 線香座,4421.91.00.00-3,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2710,48,4550480322018,ROD CLOTHESPIN Polypropylene Steel 晾衣夾,3924.90.00.90-9,CI999999999999,塑膠/美耐皿檢驗 (Plastic/Melamine); 一般查驗 (General Inspection)
AA/13/441/G2710,49,4550480322032,ROD CLOTHESPIN Polypropylene Steel 晾衣夾,3924.90.00.90-9,CI999999999999,塑膠/美耐皿檢驗 (Plastic/Melamine); 一般查驗 (General Inspection)
AA/13/441/G2710,50,4550480367996,WOODEN TRAY Base material: Laminated plywood 木製防滑托盤,4419.90.00.90-9,DH999999999999,可能為免驗或核備代碼
AA/13/441/G2710,51,4550480368009,WOODEN TRAY Base material: Laminated plywood 木製防滑托盤,4419.90.00.90-9,DH999999999999,可能為免驗或核備代碼
AA/13/441/G2710,52,4550480368016,WOODEN TRAY Base material: Laminated plywood 木製防滑托盤,4419.90.00.90-9,DH999999999999,可能為免驗或核備代碼
AA/13/441/G2710,53,4550480368023,WOODEN TRAY Base material: Laminated plywood 木製防滑托盤,4419.90.00.90-9,DH999999999999,可能為免驗或核備代碼
AA/13/441/G2710,54,4550480368030,WOODEN TRAY Base material: Laminated plywood 木製防滑托盤,4419.90.00.90-9,DH999999999999,可能為免驗或核備代碼
AA/13/441/G2710,55,4550480368047,WOODEN TRAY Base material: Laminated plywood 木製防滑托盤,4419.90.00.90-9,DH999999999999,可能為免驗或核備代碼
AA/13/441/G2710,56,4550480368054,WOODEN TRAY Base material: Laminated plywood 木製防滑托盤,4419.90.00.90-9,DH999999999999,可能為免驗或核備代碼
AA/13/441/G2710,57,4550480372051,WOODEN TRAY Base material: Laminated plywood 木製防滑托盤,4419.90.00.90-9,DH999999999999,可能為免驗或核備代碼
AA/13/441/G2710,58,4550480372068,WOODEN TRAY Base material Laminated plywood 木製托盤,4419.90.00.90-9,DH999999999999,可能為免驗或核備代碼
AA/13/441/G2710,59,4550480372075,WOODEN TRAY Base material Laminated plywood 木製防滑托盤,4419.90.00.90-9,DH999999999999,可能為免驗或核備代碼
AA/13/441/G2710,60,4550480374963,REFILL POUCH CONTAINER Body: PET 攜帶型分裝袋,3926.90.90.90-8,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2710,61,4550480375588,BOTTLE WITH HANDLE Body PET 附把手水瓶【430ML】,3924.10.00.20-1,IFB13PK0802808,塑膠/美耐皿檢驗 (Plastic/Melamine); 食品容器 (Food Contact) - 需檢驗
AA/13/441/G2710,62,4550480380926,CERAMIC ITEMS Body Ceramic 陶土杯子,6912.00.10.00-3,IFB13PK0802900,陶瓷檢驗 (Ceramic Inspection); 食品容器 (Food Contact) - 需檢驗
AA/13/441/G2710,63,4550480380933,CERAMIC ITEMS Body Ceramic 陶土杯子,6912.00.10.00-3,IFB13PK0803008,陶瓷檢驗 (Ceramic Inspection); 食品容器 (Food Contact) - 需檢驗
AA/13/441/G2710,64,4550480380957,CERAMIC ITEMS Body Ceramic 陶土馬克杯,6912.00.10.00-3,IFB13PK0803100,陶瓷檢驗 (Ceramic Inspection); 食品容器 (Food Contact) - 需檢驗
AA/13/441/G2710,65,4550480380964,CERAMIC ITEMS Body Ceramic 陶土馬克杯,6912.00.10.00-3,IFB13PK0803202,陶瓷檢驗 (Ceramic Inspection); 食品容器 (Food Contact) - 需檢驗
AA/13/441/G2710,66,4550480407937,WOODEN MAT Zelkova 木製擺飾盤已上漆,4420.19.00.90-4,,
AA/13/441/G2710,67,4550480407944,WOODEN MAT Zelkova 木製擺飾盤已上漆,4420.19.00.90-4,,
AA/13/441/G2710,68,4550480407951,WOODEN MAT Zelkova 木製擺飾盤已上漆,4420.19.00.90-4,,
AA/13/441/G2710,69,4550480407968,WOODEN MAT Zelkova 木製擺飾盤已上漆,4420.19.00.90-4,,
AA/13/441/G2710,70,4550480407975,WOODEN MAT Zelkova 木製擺飾盤已上漆,4420.19.00.90-4,,
AA/13/441/G2710,71,4550480407982,WOODEN MAT Zelkova 木製擺飾盤已上漆,4420.19.00.90-4,,
AA/13/441/G2710,72,4550480409214,COMPUTER CASE PVC 平板電腦包【13吋】,4202.92.90.92-7,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2710,73,4550480409221,COMPUTER CASE PVC 平板電腦包【11吋】,4202.92.90.92-7,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2710,74,4550480411415,PORCELAIN ITEMS Stoneware 造型花瓶,6914.90.90.90-6,,陶瓷檢驗 (Ceramic Inspection)
AA/13/441/G2710,75,4550480411446,PORCELAIN ITEMS Stoneware 花瓶,6914.90.90.90-6,,陶瓷檢驗 (Ceramic Inspection)
AA/13/441/G2710,76,4550480412245,PORCELAIN ITEMS Stoneware 花瓶,6914.90.90.90-6,,陶瓷檢驗 (Ceramic Inspection)
AA/13/441/G2710,77,4550480412252,PORCELAIN ITEMS Stoneware 花瓶,6914.90.90.90-6,,陶瓷檢驗 (Ceramic Inspection)
AA/13/441/G2710,78,4550480418582,DRINK BOTTLE Body: PET Lid Polystyrene 水瓶【800ML】,3924.10.00.20-1,IFB13PK0803301,塑膠/美耐皿檢驗 (Plastic/Melamine); 食品容器 (Food Contact) - 需檢驗
AA/13/441/G2710,79,4550480424231,CERAMIC DECORATIVE ITEMS Dolomite附底盤花盆【13.5CM】,6914.90.90.90-6,,陶瓷檢驗 (Ceramic Inspection)
AA/13/441/G2710,80,4550480428178,TRAY Melamine resin 美耐皿托盤,3924.10.00.90-6,DH999999999999,塑膠/美耐皿檢驗 (Plastic/Melamine); 可能為免驗或核備代碼
AA/13/441/G2710,81,4550480428185,TRAY Melamine resin 美耐皿托盤,3924.10.00.90-6,DH999999999999,塑膠/美耐皿檢驗 (Plastic/Melamine); 可能為免驗或核備代碼
AA/13/441/G2710,82,4550480457963,BATH BODY BRUSH FIRM Handle White birch 搓澡刷,9603.29.00.00-0,,刷具 - 注意動物毛/植物毛
AA/13/441/G2710,83,4550480480909,PUSH DUSTBIN Polypropylene 按壓式垃圾桶,3924.90.00.90-9,CI999999999999,塑膠/美耐皿檢驗 (Plastic/Melamine); 一般查驗 (General Inspection)
AA/13/441/G2710,84,4550480567006,WALL CLOCK Polypropylene Glass 掛鐘【電池式】,9105.21.00.00-1,,鐘錶/計時器 - 注意電池規定
AA/13/441/G2710,85,4550480577203,WALL CLOCK Polypropylene Glass 掛鐘【電池式】,9105.21.00.00-1,,鐘錶/計時器 - 注意電池規定
AA/13/441/G2710,86,4550480451664,Photo Key Ring for instax Prints Orange Green Polystyrene Zinc alloy 照片用鑰匙圈未附玩具,7326.90.90.90-6,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2710,87,4550480451671,Photo Key Ring for instax Prints Pink Red- Polystyrene Zinc alloy 照片用鑰匙圈未附玩具,7326.90.90.90-6,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2710,88,4550480451688,Photo Key Ring for instax Prints Purple Blue- Polystyrene Zinc alloy 照片用鑰匙圈未附玩具,7326.90.90.90-6,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2710,89,4947678030372,CARABINER aluminium 安全扣未付玩具,7616.99.90.00-5,,
AA/13/441/G2710,90,4947678030419,CARABINER aluminium 安全扣未付玩具,7616.99.90.00-5,,
AA/13/441/G2710,91,4947678032000,Disposable Palette Small 10pcs PVC 調色盤,3926.10.00.00-3,CI999999999999,一般查驗 (General Inspection)
AA/13/441/G2710,92,4984343783331,DOOR STOPPER TPR Material 門擋,3924.90.00.90-9,CI999999999999,塑膠/美耐皿檢驗 (Plastic/Melamine); 一般查驗 (General Inspection)
